YearIncurred,totalIncurred,lossDescription,peril,yearsInsured,stateRisk,postcodeRisk,anzsic2_code,anzsic2_desc,anzsic4_code,anzsic4_desc,occupancy,locality,roofType,wallType,floorType,fireprotecAlarm,fireprotecBlanket,fireprotecFexting,fireprotecHose,fireprotecMonitored,fireprotecMthermal,fireprotecNmonitored,fireprotecNthermal,buildingSI
2010," 3,008.89 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,21,QLD,4500,42,Other Store-Based Retailing,4231,Hardware and Building Supplies Retailing,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,226,853.17 "
2012," 4,183.35 ",NEC WATER DAMAGE,Water,23,NSW,2705,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 311,970.76 "
2011," 3,347.91 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,23,QLD,4127,42,Other Store-Based Retailing,4231,Hardware and Building Supplies Retailing,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 33,671.52 "
2010," 8,085.61 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,16,WA,6210,22,Fabricated Metal Product Manufacturing,2221,Structural Steel Fabricating,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 308,419.85 "
2010, 630.03 ,IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,16,WA,6210,22,Fabricated Metal Product Manufacturing,2221,Structural Steel Fabricating,PROPOWNER,SUBSTFRST,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 333,056.54 "
2012," 5,236.66 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,19,NSW,2571,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,143,787.26 "
2011," 1,383.18 ",MALICIOUS DAMAGE,Malicious Damage,20,WA,6151,72,Administrative Services,7299,Other Administrative Services n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 732,129.30 "
2012," 2,258.44 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,21,NSW,2034,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,725,920.75 "
2015," 5,446.61 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,23,NSW,2034,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,Y,N," 1,663,967.83 "
2015," 5,915.15 ",Impact/damage by object/vehicle/person,Impact by Third Party,24,NSW,2034,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,Y,N," 1,945,090.34 "
2015," 4,960.02 ",Impact/damage by object/vehicle/person,Impact by Third Party,24,NSW,2034,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,Y,N," 1,631,012.94 "
2012," 1,849.40 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,22,VIC,3796,22,Fabricated Metal Product Manufacturing,2221,Structural Steel Fabricating,PROPOWNER,CONVERSION,ALLOYSTEEL,CONCRETSLA,CONCRETE,N,N,Y,Y,N,N,N,N," 1,010,332.23 "
2011," 6,110.30 ",NEC WATER DAMAGE,Water,17,NSW,2672,42,Other Store-Based Retailing,4231,Hardware and Building Supplies Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 225,645.00 "
2013," 10,805.66 ",SPRINKLER LEAKAGE,Water,18,NSW,2672,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6962,Management Advice and Related Consulting Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 264,893.40 "
2015, 222.36 ,Impact/damage by object/vehicle/person,Impact by Third Party,23,TAS,7171,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 235,490.15 "
2012," 1,676.37 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,24,QLD,4127,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 546,934.82 "
2011," 8,397.58 ",FIRE (NOT ARSON),Fire,16,SA,5491,01,Agriculture,0141,Sheep Farming (Specialised),UNKNOWN,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 537,059.10 "
2013," 4,909.53 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,18,NT,870,72,Administrative Services,7299,Other Administrative Services n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 3,341,612.01 "
2014," 2,628.73 ",NEC WATER DAMAGE,Water,18,NT,870,72,Administrative Services,7299,Other Administrative Services n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 3,151,434.49 "
2010," 8,431.44 ",MACHINERY/MECHANICAL BREAKDOWN,Other Property Damage,19,SA,5267,01,Agriculture,0141,Sheep Farming (Specialised),UNKNOWN,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 212,898.55 "
2013," 4,282.91 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,19,NSW,2049,42,Other Store-Based Retailing,4231,Hardware and Building Supplies Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,006,286.70 "
2013," 2,361.45 ",MALICIOUS DAMAGE,Impact by Third Party,21,QLD,4551,72,Administrative Services,7299,Other Administrative Services n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 3,574,587.60 "
2010," 20,688.76 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,20,NSW,2261,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 862,965.39 "
2015," 8,858.56 ",Impact/damage by object/vehicle/person,Impact by Third Party,25,NSW,2261,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,357,420.29 "
2012," 7,173.82 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,17,NSW,2827,42,Other Store-Based Retailing,4232,Garden Supplies Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 90,760.50 "
2013," 3,970.64 ",BURGLARY (FORCED ENTRY),Malicious Damage,24,NSW,2564,41,Food Retailing,4123,Liquor Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 2,254,909.57 "
2014, 832.84 ,MALICIOUS DAMAGE,Malicious Damage,25,NSW,2564,41,Food Retailing,4123,Liquor Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 2,306,513.11 "
2011," 1,275.34 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,13,WA,6105,42,Other Store-Based Retailing,4241,Sport and Camping Equipment Retailing,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 689,935.85 "
2014," 3,629.28 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,20,NSW,2575,40,Fuel Retailing,4000,Fuel Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,727,217.24 "
2014, 692.27 ,IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,20,NSW,2575,40,Fuel Retailing,4000,Fuel Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,653,914.58 "
2014," 2,110.53 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,20,NSW,2575,40,Fuel Retailing,4000,Fuel Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,650,898.61 "
2010, 116.09 ,MALICIOUS DAMAGE,Malicious Damage,17,NSW,2456,42,Other Store-Based Retailing,4251,Clothing Retailing,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 915,414.65 "
2011," 1,723.04 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,18,NSW,2456,42,Other Store-Based Retailing,4251,Clothing Retailing,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 913,480.52 "
2013," 3,596.90 ",MALICIOUS DAMAGE,Malicious Damage,17,NT,870,94,Repair and Maintenance,9421,Domestic Appliance Repair and Maintenance,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 2,511,933.28 "
2015, 488.92 ,MALICIOUS DAMAGE,Malicious Damage,18,NT,870,94,Repair and Maintenance,9421,Domestic Appliance Repair and Maintenance,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 2,811,239.31 "
2014," 4,357.09 ",ACCIDENTAL BREAKAGE (NOTGLASS),Accident Loss or Damage,24,VIC,3195,42,Other Store-Based Retailing,4231,Hardware and Building Supplies Retailing,PROPOWNER,CONVERSION,CONCRETE,CONCRETSTO,CONCRETE,N,N,N,N,N,N,N,N," 949,463.90 "
2010," 3,865.61 ",BREAKAGE OF GLASS,Malicious Damage,15,SA,5420,01,Agriculture,0141,Sheep Farming (Specialised),UNKNOWN,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 564,039.90 "
2015," 4,186.12 ",Burglary (Forcible),Malicious Damage,25,VIC,3450,21,Primary Metal and Metal Product Manufacturing,2110,Iron Smelting and Steel Manufacturing,PROPOWNER,CONVERSION,ALLOYSTEEL,OTHMIXED,OTHMIXED,N,N,N,N,N,N,N,N," 390,674.80 "
2010, 802.02 ,PROPERTY LOSS OR DAMAGE NEC,Other Property Damage,21,NSW,2642,01,Agriculture,0141,Sheep Farming (Specialised),UNKNOWN,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 144,226.74 "
2011," 2,178.57 ",MALICIOUS DAMAGE,Malicious Damage,14,TAS,7330,36,"Grocery, Liquor and Tobacco Product Wholesaling",3609,Other Grocery Wholesaling,PROPOWNER,SUBSTFRST,ALLOYWOOD,WOOD,WOOD,N,N,N,N,N,N,N,N," 160,244.80 "
2012," 4,047.02 ",MALICIOUS DAMAGE,Malicious Damage,20,QLD,4020,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,807,984.77 "
2011," 1,487.38 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,21,QLD,4551,67,Property Operators and Real Estate Services,6712,Non-Residential Property Operators,PROPOWNER,INDUST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 796,340.72 "
2010," 1,488.13 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,17,NSW,2795,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 429,816.49 "
2012, 634.44 ,MALICIOUS DAMAGE,Malicious Damage,11,SA,5006,67,Property Operators and Real Estate Services,6720,Real Estate Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,249,986.56 "
2012," 8,665.81 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,17,NSW,2066,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,308,874.13 "
2011," 53,262.84 ",FIRE (NOT ARSON),Fire,15,NSW,2700,01,Agriculture,0141,Sheep Farming (Specialised),UNKNOWN,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 150,057.34 "
2010," 1,020.26 ",MALICIOUS DAMAGE,Malicious Damage,16,NSW,2165,72,Administrative Services,7299,Other Administrative Services n.e.c.,PROPOWNER,OFFICEFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 716,235.30 "
2010," 3,789.61 ",MALICIOUS DAMAGE,Malicious Damage,17,NSW,2165,72,Administrative Services,7299,Other Administrative Services n.e.c.,PROPOWNER,OFFICEFRST,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 802,737.91 "
2015," 1,547.73 ",Malicious Damage / Vandalism (Not Tenant),Malicious Damage,22,NSW,2165,67,Property Operators and Real Estate Services,6720,Real Estate Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,248,216.39 "
2012, 850.42 ,MALICIOUS DAMAGE,Malicious Damage,19,NSW,2122,85,Medical and Other Health Care Services,8531,Dental Services,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 233,585.89 "
2010, 921.45 ,IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,10,WA,6280,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,981,609.89 "
2013," 1,376.83 ",THEFT,Malicious Damage,19,SA,5074,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,342,441.09 "
2014," 3,647.52 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,20,SA,5074,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,243,324.44 "
2010," 2,156.25 ",NEC WATER DAMAGE,Water,16,NSW,2291,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6991,Professional Photographic Services,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 325,533.43 "
2010," 2,375.69 ",MALICIOUS DAMAGE,Malicious Damage,18,QLD,4060,85,Medical and Other Health Care Services,8531,Dental Services,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 479,204.11 "
2012," 1,331.73 ",NEC WATER DAMAGE,Water,23,VIC,3630,22,Fabricated Metal Product Manufacturing,2299,Other Fabricated Metal Product Manufacturing n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,003,455.95 "
2015, 353.38 ,Accidental Loss or Damage,Impact by Third Party,15,WA,6151,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 814,341.64 "
2011," 2,241.25 ",MALICIOUS DAMAGE,Malicious Damage,17,NSW,2575,16,Printing (including the Reproduction of Recorded Media),1611,Printing,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 108,067.45 "
2010, 854.73 ,MALICIOUS DAMAGE,Malicious Damage,19,QLD,4825,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,SUBSTFRST,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 333,937.87 "
2011," 1,661.75 ",NEC WATER DAMAGE,Water,11,WA,6016,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 603,935.53 "
2011," 1,499.08 ",MALICIOUS DAMAGE,Malicious Damage,11,WA,6016,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 674,398.56 "
2015," 1,987.47 ",Accidental Loss or Damage,Accident Loss or Damage,15,WA,6016,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,CONVERSION,ALLOYSTEEL,NA,WOOD,N,N,Y,N,N,N,N,N," 804,138.56 "
2012," 1,919.37 ",MALICIOUS DAMAGE,Malicious Damage,12,NSW,2372,42,Other Store-Based Retailing,4214,Manchester and Other Textile Goods Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 100,675.59 "
2012," 7,373.47 ",MALICIOUS DAMAGE,Malicious Damage,17,NSW,2485,22,Fabricated Metal Product Manufacturing,2221,Structural Steel Fabricating,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 400,739.41 "
2011," 2,979.53 ",MALICIOUS DAMAGE,Malicious Damage,16,QLD,4505,24,Machinery and Equipment Manufacturing,2499,Other Machinery and Equipment Manufacturing n.e.c.,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 773,240.71 "
2014," 8,886.03 ",ACCIDENTAL BREAKAGE (NOTGLASS),Accident Loss or Damage,17,NSW,2750,41,Food Retailing,4129,Other Specialised Food Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 820,671.01 "
2012," 3,279.02 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,21,VIC,3182,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 683,044.68 "
2015," 1,258.20 ",MALICIOUS DAMAGE,Malicious Damage,16,QLD,4343,66,Rental and Hiring Services (except Real Estate),6632,Video and Other Electronic Media Rental and Hiring,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,Y,N,Y,N,N,N,N,N," 1,044,080.40 "
2011," 3,190.36 ",MALICIOUS DAMAGE,Malicious Damage,17,NSW,2164,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,INDUST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,205,735.59 "
2010," 1,040.83 ",MALICIOUS DAMAGE,Malicious Damage,12,NSW,2207,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,MAINRD,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 448,008.69 "
2011, 281.95 ,BURGLARY (FORCED ENTRY),Malicious Damage,12,WA,6060,41,Food Retailing,4123,Liquor Retailing,PROPOWNER,MAINRD,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 1,033,802.78 "
2011, 514.18 ,NEC WATER DAMAGE,Water,12,WA,6060,41,Food Retailing,4123,Liquor Retailing,PROPOWNER,MAINRD,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 1,077,333.39 "
2014, 927.39 ,THEFT,Malicious Damage,23,VIC,3081,34,Machinery and Equipment Wholesaling,3494,Other Electrical and Electronic Goods Wholesaling,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 386,139.88 "
2011," 231,730.84 ",FIRE (NOT ARSON),Fire,19,VIC,3227,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,INDUST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 653,366.22 "
2014, 952.40 ,THEFT,Malicious Damage,23,VIC,3227,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 270,116.63 "
2011," 1,225.10 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,14,QLD,4019,22,Fabricated Metal Product Manufacturing,2223,Architectural Aluminium Product Manufacturing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 320,297.01 "
2011," 3,778.81 ",MALICIOUS DAMAGE,Malicious Damage,19,VIC,3058,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 249,064.94 "
2010," 2,977.67 ",NEC WATER DAMAGE,Water,9,NSW,2870,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 359,386.05 "
2010," 8,475.62 ",NEC WATER DAMAGE,Water,14,NSW,2632,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 129,730.49 "
2012," 4,596.96 ",MALICIOUS DAMAGE,Malicious Damage,12,WA,6017,42,Other Store-Based Retailing,4212,Floor Coverings Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,995,440.65 "
2011," 2,681.58 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,10,WA,6210,42,Other Store-Based Retailing,4274,Flower Retailing,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,126,634.81 "
2010, 454.52 ,FIRE (NOT ARSON),Fire,11,QLD,4500,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6923,Engineering Design and Engineering Consulting Services,PROPOWNER,INDUST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 650,998.09 "
2015, 565.77 ,Impact/damage by object/vehicle/person,Impact by Third Party,16,QLD,4500,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6923,Engineering Design and Engineering Consulting Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,066,522.39 "
2015, 801.80 ,Malicious Damage / Vandalism (Not Tenant),Malicious Damage,19,VIC,3171,67,Property Operators and Real Estate Services,6720,Real Estate Services,PROPOWNER,CONVERSION,ASBESTOS,BRICK,UNKNOWN,N,N,N,N,N,N,N,N," 3,351,350.32 "
2015, 543.03 ,Impact/damage by object/vehicle/person,Impact by Third Party,16,QLD,4500,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6923,Engineering Design and Engineering Consulting Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,023,645.30 "
2010, 623.81 ,MALICIOUS DAMAGE,Malicious Damage,15,NSW,2069,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 4,881,972.64 "
2010, 682.52 ,MALICIOUS DAMAGE,Malicious Damage,10,NSW,2470,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,SUBSTFRST,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 166,819.59 "
2011," 1,202.43 ",BURGLARY (FORCED ENTRY),Malicious Damage,10,NSW,2470,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,SUBSTFRST,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 173,784.81 "
2011," 1,773.49 ",MALICIOUS DAMAGE,Malicious Damage,11,NSW,2470,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 218,251.41 "
2010, 324.38 ,FUSION,Other Property Damage,16,VIC,3730,01,Agriculture,0141,Sheep Farming (Specialised),UNKNOWN,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 55,753.37 "
2014," 5,073.85 ",ACCIDENTAL BREAKAGE (NOTGLASS),Accident Loss or Damage,19,QLD,4570,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,CONVERSION,OTHMIXED,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 1,639,821.16 "
2015, 692.96 ,Burglary (Forcible),Malicious Damage,21,VIC,3128,38,Commission-Based Wholesaling,3800,Commission-Based Wholesaling,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 818,086.84 "
2014, 997.47 ,IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,18,QLD,4341,42,Other Store-Based Retailing,4252,Footwear Retailing,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,Y,N,N,N,N,N," 547,902.28 "
2012," 1,166.20 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,14,NSW,2019,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,CONVERSION,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 337,436.03 "
2014," 1,513.73 ",OVERFLOW/DEFECT IN WATER APPAR,Water,21,QLD,4350,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,CONVERSION,ALLOYSTEEL,WOOD,WOOD,N,N,N,N,N,N,N,N," 606,356.31 "
2010, 809.78 ,NEC WATER DAMAGE,Water,10,NSW,2515,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 613,980.46 "
2011," 1,699.06 ",MALICIOUS DAMAGE,Malicious Damage,12,NSW,2101,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,SUBSTFRST,OTHMIXED,BRICK,OTHMIXED,N,N,N,N,N,N,N,N," 452,168.95 "
2011," 1,919.47 ",IMPACT TO BUILDING/STRUCTURE,Impact by Third Party,13,NSW,2101,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 426,939.97 "
2012," 1,814.29 ",NEC WATER DAMAGE,Water,13,NSW,2101,94,Repair and Maintenance,9412,"Automotive Body, Paint and Interior Repair",PROPOWNER,SUBSTFRST,ALLOYSTEEL,BRICK,CONCRETE,N,N,N,N,N,N,N,N," 437,573.53 "
